#mAbG 50 mM NaCl 10 mg/ml with FF 1 and 2 mg/ml		
#q	S(q)	deltaS(q)
0.08814628	0.981220948	0.018830552
0.088276977	0.980514066	0.019427593
0.088407674	0.977490388	0.018879132
0.088538372	0.982636107	0.018960347
0.088669069	0.937761231	0.017679375
0.088799766	1.02777655	0.020719391
0.088930464	0.990261204	0.020052712
0.089061161	0.978192615	0.019066972
0.089191858	1.005208553	0.020241668
0.089322556	0.976352746	0.020840189
0.089453253	1.023366604	0.020765437
0.08958395	0.981172771	0.019735583
0.089714647	0.927364739	0.018052371
0.089845345	1.016117971	0.020808319
0.089976042	1.000510022	0.020545403
0.090106739	0.962772512	0.019007306
0.090237437	0.963130983	0.019322624
0.090368134	0.980299639	0.020399131
0.090498831	0.979779739	0.019748788
0.090629529	1.007666218	0.021063485
0.090760226	0.958923751	0.019087641
0.090890923	0.983297439	0.020118909
0.091021621	1.021633679	0.022730306
0.091152318	0.978187252	0.020391369
0.091283015	0.966352575	0.020541223
0.091413713	1.052800214	0.023722608
0.09154441	1.005876165	0.022148711
0.091675107	1.016540163	0.022876051
0.091805804	0.946727562	0.020228622
0.091936502	1.021049075	0.0234552
0.092067199	1.08039189	0.026519831
0.092197896	0.994382867	0.022711363
0.092328594	0.980094574	0.022357422
0.092459291	1.048257919	0.025310112
0.092589988	0.949573703	0.021342559
0.092720686	0.974665604	0.022358278
0.092851383	0.947241236	0.021017929
0.09298208	0.997354041	0.022893874
0.093112778	0.96706145	0.021887452
0.093243475	1.011097469	0.023555122
0.093374172	1.006754747	0.023489569
0.093504869	0.985920333	0.02349142
0.093635567	0.977001187	0.022213298
0.093766264	0.963336639	0.022726757
0.093896961	0.973049888	0.022052035
0.094027659	1.028144824	0.024647025
0.094158356	1.020680338	0.024201467
0.094289053	1.002308268	0.023228695
0.094419751	0.964258907	0.021930139
0.094550448	1.013595411	0.023861759
0.094681145	0.947129614	0.021014856
0.094811843	0.959038053	0.021755606
0.09494254	1.011941956	0.024061045
0.095073237	0.977142052	0.02294131
0.095203935	0.967328633	0.022248317
0.095334632	0.983170247	0.023166052
0.095465329	0.955925186	0.022063937
0.095596026	1.006768663	0.024046599
0.095726724	0.979311579	0.023016413
0.095857421	1.015855462	0.024753558
0.095988118	1.008586947	0.02474249
0.096118816	0.96860176	0.022886663
0.096249513	1.001412427	0.024162674
0.09638021	1.022518486	0.025320561
0.096510908	1.027060723	0.025746886
0.096641605	0.985703935	0.023887161
0.096772302	1.01753287	0.02534614
0.096903	0.965077107	0.02270711
0.097033697	0.985718059	0.024104581
0.097164394	1.008773871	0.025321475
0.097295092	0.992974819	0.024527462
0.097425789	0.970949659	0.023946323
0.097556486	0.972711424	0.023823534
0.097687183	0.989701011	0.024535258
0.097817881	0.988412944	0.024916518
0.097948578	1.000344753	0.025140613
0.098079275	1.034482758	0.029620426
0.098209973	0.986067249	0.024486641
0.09834067	1.00845326	0.025835836
0.098471367	1.040721617	0.027720642
0.098602065	1.001454668	0.025666864
0.098732762	0.931956336	0.022167296
0.098863459	0.987469276	0.024889611
0.098994157	0.951569867	0.023284259
0.099124854	1.007050976	0.026439995
0.099255551	0.980733212	0.024692892
0.099386249	0.999513158	0.025984391
0.099516946	1.046678237	0.028783637
0.099647643	0.955759857	0.024656257
0.09977834	0.998458995	0.026358238
0.099909038	0.995088341	0.026404483
0.10003974	0.984044181	0.025631096
0.10017043	1.012833275	0.027284204
0.10030113	0.978343186	0.025589566
0.10043183	0.930175745	0.02383355
0.10056252	0.931955774	0.023881372
0.10069322	1.028493034	0.028186598
0.10082392	0.958323132	0.025430452
0.10095462	0.958954206	0.026259521
0.10108531	0.96436314	0.025565125
