#100 mg/ml mit FF 1 und 2 mg/ml		
#q	S(q)	deltaS(q)
0.075207246	0.94958602	0.013914135
0.075337943	0.908834596	0.01290397
0.07546864	0.890936918	0.012471472
0.075599338	0.907930238	0.012899842
0.075730035	0.950058263	0.014144817
0.075860732	0.905023385	0.012822345
0.07599143	0.914883778	0.013160303
0.076122127	0.905962654	0.012994893
0.076252824	0.914212469	0.013148688
0.076383522	0.928730673	0.013644192
0.076514219	0.922962217	0.013438881
0.076644916	0.931431975	0.013720518
0.076775614	0.950007046	0.014335349
0.076906311	0.912070908	0.01323241
0.077037008	0.927582424	0.013734353
0.077167705	0.920740511	0.013494959
0.077298403	0.942941309	0.014788938
0.0774291	0.925021314	0.013696302
0.077559797	0.919270948	0.013580264
0.077690495	0.931718337	0.013959495
0.077821192	0.944699456	0.014341732
0.077951889	0.941146557	0.014272501
0.078082587	0.956519446	0.014791366
0.078213284	0.930997786	0.013979092
0.078343981	0.901952203	0.013294362
0.078474679	0.908498582	0.013567361
0.078605376	0.914252584	0.014266831
0.078736073	0.939859844	0.014339787
0.078866771	0.915485082	0.013691756
0.078997468	0.898351309	0.013277555
0.079128165	0.945640213	0.014770111
0.079258862	0.941739217	0.014596646
0.07938956	0.955804392	0.014940692
0.079520257	0.924972393	0.014158306
0.079650954	0.919293805	0.014068825
0.079781652	0.95202652	0.01506728
0.079912349	0.939549209	0.014679543
0.080043046	0.981414648	0.015977069
0.080173744	0.946467901	0.014922964
0.080304441	0.886870528	0.013264764
0.080435138	0.921356004	0.014263173
0.080565836	0.940500308	0.014890128
0.080696533	0.943529409	0.01501309
0.08082723	0.958354664	0.015467039
0.080957928	0.906109	0.013888793
0.081088625	0.908233567	0.014087351
0.081219322	0.933907129	0.014867003
0.081350019	0.924692831	0.014606625
0.081480717	0.929480457	0.014769355
0.081611414	0.92884096	0.014676421
0.081742111	0.879279553	0.013339845
0.081872809	0.914330243	0.014429478
0.082003506	0.965038889	0.015989084
0.082134203	0.934608061	0.015036859
0.082264901	0.948481174	0.015525197
0.082395598	0.930984296	0.015042826
0.082526295	0.938506503	0.015446684
0.082656993	0.936515573	0.015272875
0.08278769	0.959288894	0.016726543
0.082918387	0.913672669	0.014630117
0.083049085	0.948556974	0.015644658
0.083179782	0.93115388	0.015287159
0.083310479	0.952824542	0.015964933
0.083441176	0.951639404	0.016046733
0.083571874	0.925507214	0.015208834
0.083702571	0.929407393	0.015241683
0.083833268	0.924935034	0.015236215
0.083963966	0.955383863	0.016205342
0.084094663	0.948359263	0.016086341
0.08422536	0.96331609	0.016580396
0.084356058	0.967368114	0.016700346
0.084486755	0.924698614	0.015412999
0.084617452	0.940875181	0.016019061
0.08474815	0.949775512	0.017864671
0.084878847	0.949968696	0.01642671
0.085009544	0.972374761	0.017030151
0.085140242	0.969956382	0.017128022
0.085270939	0.979303051	0.01759573
0.085401636	0.944284768	0.016960388
0.085532333	0.91834281	0.015531393
0.085663031	0.92217625	0.015580268
0.085793728	0.93994428	0.016318278
0.085924425	0.930748643	0.016002172
0.086055123	0.947149657	0.016601572
0.08618582	0.930370731	0.016180644
0.086316517	0.968549106	0.017476936
0.086447215	0.925551881	0.016023011
0.086577912	0.933190236	0.016391357
0.086708609	0.932590575	0.016281247
0.086839307	0.908937224	0.016318361
0.086970004	0.967624869	0.017608537
0.087100701	0.98526414	0.018095434
0.087231399	0.956973481	0.017409187
0.087362096	0.912037138	0.015862398
0.087492793	0.938333347	0.016797041
0.08762349	0.950996202	0.018192634
0.087754188	0.960527548	0.017546777
0.087884885	0.958552158	0.017560172
0.088015582	0.951198667	0.017433389
0.08814628	0.951842365	0.017427849
0.088276977	0.939073904	0.017810325
0.088407674	0.956812373	0.01763139
0.088538372	0.953361073	0.017554257
0.088669069	0.909393995	0.016300845
0.088799766	0.986890057	0.018931268
0.088930464	0.949909757	0.018435934
0.089061161	0.949144104	0.017653544
0.089191858	0.980508593	0.018885676
0.089322556	0.945741728	0.01940855
0.089453253	0.985955964	0.019163522
0.08958395	0.961536433	0.018471789
0.089714647	0.907953677	0.016517611
0.089845345	0.986924929	0.019353806
0.089976042	0.980098008	0.019252723
0.090106739	0.93840571	0.017668477
0.090237437	0.939940089	0.017862267
0.090368134	0.943846013	0.018824983
0.090498831	0.947366824	0.018239054
0.090629529	0.974991362	0.019386931
0.090760226	0.927598841	0.017608606
0.090890923	0.952913574	0.018636773
0.091021621	0.990501226	0.021196989
0.091152318	0.964766363	0.01922221
0.091283015	0.938087628	0.019111843
0.091413713	1.027581703	0.02224685
0.09154441	0.988301155	0.020844117
0.091675107	0.993205864	0.021425811
0.091805804	0.930157073	0.01894752
0.091936502	1.000862241	0.022049728
0.092067199	1.05356543	0.024904876
0.092197896	0.976926085	0.021363892
0.092328594	0.956395158	0.020880397
0.092459291	1.019245303	0.023680691
0.092589988	0.932174134	0.019993912
0.092720686	0.958289552	0.02088238
0.092851383	0.940302079	0.019907381
0.09298208	0.977591649	0.021499924
0.093112778	0.953042564	0.020620051
0.093243475	0.993147768	0.022191819
0.093374172	0.991190797	0.02217646
0.093504869	0.967585785	0.022152156
0.093635567	0.964685446	0.020987414
0.093766264	0.95173301	0.021405351
0.093896961	0.960838571	0.020833537
0.094027659	1.016466494	0.023409103
0.094158356	0.999812985	0.02276347
0.094289053	0.978544001	0.021749514
0.094419751	0.949668934	0.020654759
0.094550448	0.988034103	0.02232365
0.094681145	0.920669572	0.019507395
0.094811843	0.942556446	0.020441997
0.09494254	0.992507677	0.022655532
0.095073237	0.970461196	0.021824832
0.095203935	0.951027037	0.020932138
0.095334632	0.972709264	0.021963892
0.095465329	0.947316914	0.020907575
0.095596026	0.985828242	0.02260344
0.095726724	0.95818725	0.02157547
0.095857421	1.002814853	0.023476207
0.095988118	0.995283596	0.023450427
0.096118816	0.954869327	0.021607175
0.096249513	0.978642398	0.022666819
0.09638021	0.99965363	0.023800263
0.096510908	1.007447366	0.024287183
0.096641605	0.976630501	0.022702319
0.096772302	1.001826395	0.023988768
0.096903	0.940074293	0.021188364
0.097033697	0.971319119	0.022798548
0.097164394	0.994143686	0.023981502
0.097295092	0.986938962	0.023402013
0.097425789	0.970898883	0.022953349
0.097556486	0.96478851	0.022652502
0.097687183	0.974144083	0.023181787
0.097817881	0.990690091	0.023977989
0.097948578	0.991335135	0.023939768
0.098079275	1.038281763	0.028809064
0.098209973	0.967578589	0.023062956
0.09834067	1.009116552	0.024861419
0.098471367	1.043780526	0.026795362
0.098602065	0.996073859	0.024554997
0.098732762	0.914542818	0.020795885
0.098863459	0.972828315	0.023549283
0.098994157	0.947812491	0.02221441
0.099124854	1.014169753	0.025616478
0.099255551	0.964452603	0.023310061
0.099386249	0.987415358	0.024683472
0.099516946	1.048701368	0.027817244
0.099647643	0.943459461	0.023412876
0.09977834	0.998355996	0.025347399
0.099909038	0.99783783	0.025456484
0.10003974	0.978679266	0.024491541
0.10017043	1.007244371	0.026119761
0.10030113	0.975842091	0.024515251
0.10043183	0.940758207	0.023071003
0.10056252	0.936366337	0.022970403
0.10069322	1.020981446	0.026971188
0.10082392	0.966203006	0.024599041
0.10095462	0.957033405	0.025226516
0.10108531	0.966877589	0.024606354
0.10121601	0.942576261	0.02357431
0.10134671	0.987809561	0.025842024
0.10147741	1.023208782	0.028176998
0.1016081	0.973299666	0.026563113
0.1017388	0.987361685	0.025997053
0.1018695	0.978548676	0.025922987
0.10200019	0.969640833	0.025226153
0.10213089	0.98622413	0.026332635
0.10226159	1.014661595	0.027937751
0.10239229	0.945738483	0.024360037
0.10252298	0.930970312	0.023765981
0.10265368	0.969172725	0.02591095
0.10278438	0.984715384	0.026704535
0.10291508	1.00257381	0.028047566
0.10304577	0.951126892	0.02514542
0.10317647	1.041961916	0.030219152
0.10330717	1.004470972	0.029747675
0.10343787	0.969903043	0.026299338
0.10356856	0.977102067	0.027066237
0.10369926	1.080394086	0.034410052
0.10382996	1.01581062	0.029254325
0.10396065	1.004717419	0.028735334
0.10409135	1.036396778	0.030764092
0.10422205	0.985517738	0.027967418
0.10435275	1.050779892	0.031751085
0.10448344	1.038410274	0.030834832
0.10461414	1.003168775	0.029325306
