#60 mg/ml nominal mit FF 1 und 2 mg/ml		
#q	S(q)	deltaS(q)
0.077037008	0.951499189	0.01414101
0.077167705	0.949040998	0.013961548
0.077298403	0.96742093	0.015223051
0.0774291	0.950974815	0.014132775
0.077559797	0.948445182	0.014063042
0.077690495	0.958670426	0.014415565
0.077821192	0.973692226	0.014834052
0.077951889	0.966064402	0.014702786
0.078082587	0.985087667	0.015285565
0.078213284	0.955694544	0.014402413
0.078343981	0.928635624	0.01373969
0.078474679	0.934210983	0.014003646
0.078605376	0.939437636	0.014710105
0.078736073	0.962300814	0.01473473
0.078866771	0.939656879	0.014149627
0.078997468	0.922686581	0.013708585
0.079128165	0.974982536	0.015280707
0.079258862	0.963302337	0.015002692
0.07938956	0.980160853	0.015374229
0.079520257	0.951830464	0.014621703
0.079650954	0.944299781	0.014511332
0.079781652	0.978722355	0.0155426
0.079912349	0.964884725	0.015127936
0.080043046	1.004952416	0.016413438
0.080173744	0.972564666	0.015386845
0.080304441	0.912583108	0.013701512
0.080435138	0.947582969	0.01472158
0.080565836	0.963410175	0.015305853
0.080696533	0.96490673	0.015406412
0.08082723	0.980138173	0.015872016
0.080957928	0.930088523	0.014327769
0.081088625	0.925484044	0.014408192
0.081219322	0.954996059	0.015256072
0.081350019	0.947936941	0.015014931
0.081480717	0.951084315	0.015165829
0.081611414	0.950538031	0.015072024
0.081742111	0.90417884	0.013770085
0.081872809	0.938536021	0.014864345
0.082003506	0.986929577	0.016405129
0.082134203	0.94797026	0.015305664
0.082264901	0.965372892	0.015855411
0.082395598	0.95241146	0.015442253
0.082526295	0.957715618	0.015836004
0.082656993	0.959683227	0.015692056
0.08278769	0.972656624	0.017011562
0.082918387	0.93700914	0.015056587
0.083049085	0.967046324	0.016022444
0.083179782	0.952999209	0.015699205
0.083310479	0.967876611	0.016271159
0.083441176	0.97236399	0.016449957
0.083571874	0.94459049	0.015564336
0.083702571	0.94831343	0.015605173
0.083833268	0.941650929	0.015565557
0.083963966	0.975956487	0.01660788
0.084094663	0.969816915	0.016504029
0.08422536	0.981730373	0.01695119
0.084356058	0.983583871	0.017034146
0.084486755	0.943409565	0.01577858
0.084617452	0.960544517	0.016407688
0.08474815	0.970920639	0.018311787
0.084878847	0.96986124	0.016824776
0.085009544	0.989020082	0.017375754
0.085140242	0.992690016	0.017583456
0.085270939	1.001497754	0.01803688
0.085401636	0.963236461	0.017352241
0.085532333	0.934521932	0.015859254
0.085663031	0.937399856	0.015891321
0.085793728	0.94946732	0.016538281
0.085924425	0.94642264	0.016325923
