#mAbG 50 mM NaCl 10 mg/ml	
#q nm-1	Sq
0.435131475	0.960143955
0.437745425	0.976776081
0.44035937	0.968627047
0.442973315	0.962368467
0.44558726	0.970787339
0.448201205	0.975631357
0.450815155	0.961232613
0.4534291	0.966082388
0.456043045	0.958643977
0.458656995	0.953896206
0.46127094	0.953890264
0.463884885	0.975300746
0.46649883	0.971521395
0.469112775	0.975771014
0.471726725	0.971524164
0.47434067	0.966157257
0.476954615	0.963540247
0.479568565	0.949521855
0.48218251	0.960883474
0.484796455	0.9655872
0.4874104	0.956593998
0.490024345	0.95245269
0.492638295	0.996521285
0.49525224	0.966223849
0.497866185	0.968293754
0.500480135	0.969318549
0.50309408	0.986198842
0.505708025	0.995705984
0.50832197	0.957137832
0.510935915	0.965077427
0.513549865	0.938231957
0.51616381	0.972735383
0.518777755	0.971930359
0.521391705	0.989645786
0.52400565	0.970643784
0.526619595	0.988646909
0.52923354	0.97591598
0.531847485	0.990350786
0.534461435	0.95872076
0.53707538	1.000918373
0.539689325	0.970925167
0.542303275	0.965792458
0.54491722	0.997072474
0.547531165	0.971428722
0.55014511	0.990399989
0.552759055	0.962844525
0.555373005	0.986308778
0.55798695	0.99794211
0.560600895	0.99876384
0.563214845	0.978044693
0.56582879	0.980212762
0.569749708	0.984482168
0.5749776	0.992525773
0.580205493	0.976891276
0.585433385	0.975343429
0.590661278	0.981150306
0.59588917	0.97572511
0.601117063	0.97722152
0.606344955	0.9608147
0.611572848	0.97024879
0.61680074	0.975830642
0.622028633	0.990753235
0.627256525	0.958371238
0.632484418	0.985120202
0.63771231	0.964448606
0.642940203	0.979092728
0.648168095	0.957794864
0.653395987	0.971557566
0.65862388	0.974189764
0.663851772	0.981960829
0.669079665	0.988934762
0.674307557	0.98924921
0.67953545	0.954801283
0.684763342	0.961071421
0.689991235	0.982121255
0.695219127	0.979034909
0.70044702	0.947512276
0.705674913	0.939899733
0.710902805	1.00174477
0.716130698	0.966688528
0.72135859	0.978734018
0.726586482	0.98383926
0.731814375	0.96215868
0.737042268	0.973214692
0.74227016	0.996145513
0.747498052	1.008575101
0.752725945	0.987208629
0.757953837	0.964837318
0.76318173	0.977965718
0.768409623	0.953174726
0.773637512	0.962092771
0.778865407	0.983602712
0.7840933	1.010496485
0.789321193	0.974814092
0.794549082	0.96487764
0.799776978	0.962654122
0.80500487	0.999412251
0.810232763	0.948611294
0.815460653	1.021214391
0.820688548	1.00019196
0.82591644	1.031692086
0.833758278	1.000565639
0.844214064	0.962971072
0.854669848	0.992600898
0.865125634	0.957062602
0.875581418	0.974808766
0.886037204	0.974255184
0.896492988	0.978420395
0.906948774	0.968312459
0.917404557	0.95158306
0.927860344	1.012094264
0.938316126	0.993143329
0.948771914	0.998052555
0.959227696	1.004724145
0.969683484	0.993547416
0.980139266	0.987342665
0.990595054	0.98734033
1.001050839	0.960346335
1.011506625	0.998838695
1.0219624	1.005606461
1.0324182	0.991024564
1.042873975	0.961112863
1.053329763	0.996365836
1.06378555	1.014136343
1.074241325	1.016120006
1.084697125	1.011660348
1.0951529	1.021916689
1.105608688	0.979775629
1.116064475	0.990361654
1.126520263	0.973196378
1.136976038	1.026587211
1.147431825	1.025044076
1.157887613	1.023947184
1.1683434	0.963790502
1.178799175	1.004613556
1.189254975	0.961586749
1.19971075	0.965173155
1.210166538	0.997337999
1.220622325	0.927684807
1.2310781	1.063876891
1.2415339	0.911921237
1.251989675	1.023168656
1.262445463	1.006225366
1.27290125	1.018228626
1.283357025	1.061082446
1.293812813	0.979313826
1.3042686	0.971094622
1.314724388	1.101830931
1.325180175	1.057101215
1.335635963	1.152929499
1.346091738	0.989881583
1.356547525	1.052872907
1.367003313	0.977035681
1.3774591	0.917371965
1.387914875	1.019637799
1.398370675	1.160100194
1.40882645	0.954099262
1.419282225	0.892743318
1.429738025	0.99593938
1.4401938	1.020547099
1.4506496	1.007888469
1.461105375	1.013078038
1.471561163	0.8634744
1.48201695	1.054852136
1.492472725	0.992440959
1.502928513	0.882736597
1.5133843	0.907096645
1.523840088	0.964904175
1.534295875	1.087496771
1.54475165	1.054028095
1.555207438	0.994001883
1.565663225	1.021061816
1.576119013	1.077328529
1.5865748	0.957808937
1.597030575	0.909500757
1.607486375	1.002186832
1.61794215	1.010383838
1.628397925	1.049101669
1.638853725	0.869259196
1.6493095	1.207780479
1.659765288	1.062540175
1.670221075	1.126298245
1.680676863	0.877705513
1.69113265	0.984111039
1.701588425	1.021703864
1.712044213	1.198595001
1.7225	0.981789565
1.732955788	1.188596874
1.743411575	0.97908726
1.75386735	1.039976558
1.764323138	0.993513678
1.774778925	0.891343051
1.785234712	0.961488752
1.7956905	1.206788238
1.806146275	1.093372441
1.816602075	0.935455047
1.82705785	0.820009629
1.837513625	0.935354819
1.847969425	0.814671448
1.8584252	1.523388869
1.868880987	1.062893091
1.879336775	0.866649636
1.889792563	0.9706666
1.90024835	1.06904978
1.910704125	0.928801882
1.921159913	0.930505065
1.9316157	0.940907486
1.942071488	1.031493832
1.952527275	0.980631788
1.96298305	1.124956637
1.973438837	1.186400963
1.983894625	1.173029498
1.9943504	1.172314915
